	Anoalb	Anoatr	Anochr	Anocul	Anodar	Anodir	Anoepi	Anofar	Anofun	Anogam	Anomac	Anomin	Anosin	Anoste
OG0024064												Anomin_AMIN010520-RA		
OG0024065												Anomin_AMIN014806-RA		
OG0024066												Anomin_AMIN014807-RA		
OG0024067												Anomin_AMIN014808-RA		
OG0024068												Anomin_AMIN010593-RA		
OG0024069												Anomin_AMIN010595-RA		
OG0024070												Anomin_AMIN014810-RA		
OG0024071												Anomin_AMIN014811-RA		
OG0024072												Anomin_AMIN014812-RA		
OG0024073												Anomin_AMIN014813-RA		
OG0024074												Anomin_AMIN014814-RA		
OG0024075												Anomin_AMIN010694-RA		
OG0024076												Anomin_AMIN010711-RA		
OG0024077												Anomin_AMIN014816-RA		
OG0024078												Anomin_AMIN014817-RA		
OG0024079												Anomin_AMIN014818-RA		
OG0024080												Anomin_AMIN010750-RA		
OG0024081												Anomin_AMIN010765-RA		
OG0024082												Anomin_AMIN010775-RA		
OG0024083												Anomin_AMIN014819-RA		
OG0024084												Anomin_AMIN010802-RA		
OG0024085												Anomin_AMIN010807-RA		
OG0024086												Anomin_AMIN014820-RA		
OG0024087												Anomin_AMIN014821-RA		
OG0024088												Anomin_AMIN010836-RA		
OG0024089												Anomin_AMIN010874-RA		
OG0024090												Anomin_AMIN010886-RA		
OG0024091												Anomin_AMIN014824-RA		
OG0024092												Anomin_AMIN010891-RA		
OG0024093												Anomin_AMIN014825-RA		
OG0024094												Anomin_AMIN010902-RA		
OG0024095												Anomin_AMIN014826-RA		
OG0024096												Anomin_AMIN014827-RA		
OG0024097												Anomin_AMIN014828-RA		
OG0024098												Anomin_AMIN010947-RA		
OG0024099												Anomin_AMIN014829-RA		
OG0024100												Anomin_AMIN010953-RA		
OG0024101												Anomin_AMIN014832-RA		
OG0024102												Anomin_AMIN014833-RA		
OG0024103												Anomin_AMIN011015-RA		
OG0024104												Anomin_AMIN014835-RA		
OG0024105												Anomin_AMIN014836-RA		
OG0024106												Anomin_AMIN014837-RA		
OG0024107												Anomin_AMIN014840-RA		
OG0024108												Anomin_AMIN014841-RA		
OG0024109												Anomin_AMIN014842-RA		
OG0024110												Anomin_AMIN014843-RA		
OG0024111												Anomin_AMIN014846-RA		
OG0024112												Anomin_AMIN014847-RA		
OG0024113												Anomin_AMIN011151-RA		
OG0024114												Anomin_AMIN014848-RA		
OG0024115												Anomin_AMIN011191-RA		
OG0024116												Anomin_AMIN014849-RA		
OG0024117												Anomin_AMIN014850-RA		
OG0024118												Anomin_AMIN014851-RA		
OG0024119												Anomin_AMIN014852-RA		
OG0024120												Anomin_AMIN014853-RA		
OG0024121												Anomin_AMIN011258-RA		
OG0024122												Anomin_AMIN011273-RA		
OG0024123												Anomin_AMIN014854-RA		
OG0024124												Anomin_AMIN014855-RA		
OG0024125												Anomin_AMIN014856-RA		
OG0024126												Anomin_AMIN014857-RA		
OG0024127												Anomin_AMIN014858-RA		
OG0024128												Anomin_AMIN014859-RA		
OG0024129												Anomin_AMIN011318-RA		
OG0024130												Anomin_AMIN011320-RA		
OG0024131												Anomin_AMIN014860-RA		
OG0024132												Anomin_AMIN011347-RA		
OG0024133												Anomin_AMIN014861-RA		
OG0024134												Anomin_AMIN014863-RA		
OG0024135												Anomin_AMIN014865-RA		
OG0024136												Anomin_AMIN014866-RA		
OG0024137												Anomin_AMIN014867-RA		
OG0024138												Anomin_AMIN014868-RA		
OG0024139												Anomin_AMIN011426-RA		
OG0024140												Anomin_AMIN014869-RA		
OG0024141												Anomin_AMIN014870-RA		
OG0024142												Anomin_AMIN014871-RA		
OG0024143												Anomin_AMIN014872-RA		
OG0024144												Anomin_AMIN011441-RA		
OG0024145												Anomin_AMIN014874-RA		
OG0024146												Anomin_AMIN011514-RA		
OG0024147												Anomin_AMIN011549-RA		
OG0024148												Anomin_AMIN014875-RA		
OG0024149												Anomin_AMIN011555-RA		
OG0024150												Anomin_AMIN014876-RA		
OG0024151												Anomin_AMIN014878-RA		
OG0024152												Anomin_AMIN014879-RA		
OG0024153												Anomin_AMIN011582-RA		
OG0024154												Anomin_AMIN014880-RA		
OG0024155												Anomin_AMIN014881-RA		
OG0024156												Anomin_AMIN014882-RA		
OG0024157												Anomin_AMIN014884-RA		
OG0024158												Anomin_AMIN014885-RA		
OG0024159												Anomin_AMIN011615-RA		
OG0024160												Anomin_AMIN014886-RA		
OG0024161												Anomin_AMIN011620-RA		
OG0024162												Anomin_AMIN014887-RA		
OG0024163												Anomin_AMIN014888-RA		
OG0024164												Anomin_AMIN014889-RA		
OG0024165												Anomin_AMIN014111-RA		
OG0024166												Anomin_AMIN001131-RA		
OG0024167												Anomin_AMIN014113-RA		
OG0024168												Anomin_AMIN014114-RA		
OG0024169												Anomin_AMIN014115-RB		
OG0024170												Anomin_AMIN001162-RA		
OG0024171												Anomin_AMIN014116-RA		
OG0024172												Anomin_AMIN001195-RA		
OG0024173												Anomin_AMIN014118-RB		
OG0024174												Anomin_AMIN014549-RA		
OG0024175												Anomin_AMIN014551-RA		
OG0024176												Anomin_AMIN014550-RA		
OG0024177												Anomin_AMIN014552-RA		
OG0024178												Anomin_AMIN014553-RA		
OG0024179												Anomin_AMIN007102-RA		
OG0024180												Anomin_AMIN007111-RA		
OG0024181												Anomin_AMIN014554-RA		
OG0024182												Anomin_AMIN014555-RA		
OG0024183												Anomin_AMIN014556-RA		
OG0024184												Anomin_AMIN006847-RA		
OG0024185												Anomin_AMIN014127-RA		
OG0024186												Anomin_AMIN014128-RA		
OG0024187												Anomin_AMIN014131-RA		
OG0024188												Anomin_AMIN014133-RB		
OG0024189												Anomin_AMIN014132-RA		
OG0024190												Anomin_AMIN014134-RA		
OG0024191												Anomin_AMIN014135-RA		
OG0024192												Anomin_AMIN001295-RA		
OG0024193												Anomin_AMIN014354-RB		
OG0024194												Anomin_AMIN014518-RA		
OG0024195												Anomin_AMIN014519-RA		
OG0024196												Anomin_AMIN006589-RA		
OG0024197												Anomin_AMIN014212-RA		
OG0024198												Anomin_AMIN014213-RA		
OG0024199												Anomin_AMIN014214-RA		
OG0024200												Anomin_AMIN014215-RC		
OG0024201												Anomin_AMIN002084-RA		
OG0024202												Anomin_AMIN014216-RA		
OG0024203												Anomin_AMIN014217-RA		
OG0024204												Anomin_AMIN002100-RA		
OG0024205												Anomin_AMIN014218-RA		
OG0024206												Anomin_AMIN014219-RC		
OG0024207												Anomin_AMIN014221-RA		
OG0024208												Anomin_AMIN014222-RA		
OG0024209												Anomin_AMIN014223-RA		
OG0024210												Anomin_AMIN014224-RB		
OG0024211												Anomin_AMIN002136-RA		
OG0024212												Anomin_AMIN014511-RA		
OG0024213												Anomin_AMIN014705-RA		
OG0024214												Anomin_AMIN014706-RA		
OG0024215												Anomin_AMIN014713-RA		
OG0024216												Anomin_AMIN014714-RA		
OG0024217												Anomin_AMIN014715-RA		
OG0024218												Anomin_AMIN014716-RA		
OG0024219												Anomin_AMIN014381-RA		
OG0024220												Anomin_AMIN004961-RA		
OG0024221												Anomin_AMIN004964-RA		
OG0024222												Anomin_AMIN014383-RB		
OG0024223												Anomin_AMIN004977-RA		
OG0024224												Anomin_AMIN014386-RB		
OG0024225												Anomin_AMIN014387-RA		
OG0024226												Anomin_AMIN005043-RA		
OG0024227												Anomin_AMIN014557-RA		
OG0024228												Anomin_AMIN014559-RA		
OG0024229												Anomin_AMIN014560-RA		
OG0024230												Anomin_AMIN014561-RA		
OG0024231												Anomin_AMIN014562-RA		
OG0024232												Anomin_AMIN014767-RB		
OG0024233												Anomin_AMIN000085-RA		
OG0024234												Anomin_AMIN014007-RA		
OG0024235												Anomin_AMIN014009-RA		
OG0024236												Anomin_AMIN014010-RA		
OG0024237												Anomin_AMIN014011-RA		
OG0024238												Anomin_AMIN014012-RA		
OG0024239												Anomin_AMIN014013-RA		
OG0024240												Anomin_AMIN014014-RA		
OG0024241												Anomin_AMIN007216-RA		
OG0024242												Anomin_AMIN014563-RA		
OG0024243												Anomin_AMIN007237-RA		
OG0024244												Anomin_AMIN014564-RA		
OG0024245												Anomin_AMIN014565-RA		
OG0024246												Anomin_AMIN014015-RA		
OG0024247												Anomin_AMIN000155-RA		
OG0024248												Anomin_AMIN014016-RA		
OG0024249												Anomin_AMIN000184-RA		
OG0024250												Anomin_AMIN000206-RA		
OG0024251												Anomin_AMIN000208-RA		
OG0024252												Anomin_AMIN014017-RA		
OG0024253												Anomin_AMIN014018-RA		
OG0024254												Anomin_AMIN014019-RA		
OG0024255												Anomin_AMIN014020-RA		
OG0024256												Anomin_AMIN014021-RA		
OG0024257												Anomin_AMIN014022-RA		
OG0024258												Anomin_AMIN000259-RA		
OG0024259												Anomin_AMIN014023-RA		
OG0024260												Anomin_AMIN014024-RA		
OG0024261												Anomin_AMIN014025-RB		
OG0024262												Anomin_AMIN000292-RA		
OG0024263												Anomin_AMIN014027-RA		
OG0024264												Anomin_AMIN014028-RB		
OG0024265												Anomin_AMIN014029-RA		
OG0024266												Anomin_AMIN014030-RB		
OG0024267												Anomin_AMIN014032-RA		
OG0024268												Anomin_AMIN000330-RA		
OG0024269												Anomin_AMIN014033-RA		
OG0024270												Anomin_AMIN014035-RA		
OG0024271												Anomin_AMIN014036-RA		
OG0024272												Anomin_AMIN014037-RA		
OG0024273												Anomin_AMIN014038-RA		
OG0024274												Anomin_AMIN000385-RA		
OG0024275												Anomin_AMIN000424-RA		
OG0024276												Anomin_AMIN014040-RA		
OG0024277												Anomin_AMIN000426-RA		
OG0024278												Anomin_AMIN014041-RA		
OG0024279												Anomin_AMIN014042-RA		
OG0024280												Anomin_AMIN014044-RA		
OG0024281												Anomin_AMIN014045-RA		
OG0024282												Anomin_AMIN014046-RA		
OG0024283												Anomin_AMIN014047-RA		
OG0024284												Anomin_AMIN014048-RA		
OG0024285												Anomin_AMIN014049-RA		
OG0024286												Anomin_AMIN014051-RA		
OG0024287												Anomin_AMIN000529-RA		
OG0024288												Anomin_AMIN014053-RA		
OG0024289												Anomin_AMIN014054-RA		
OG0024290												Anomin_AMIN014057-RA		
OG0024291												Anomin_AMIN014058-RA		
OG0024292												Anomin_AMIN014059-RA		
OG0024293												Anomin_AMIN014060-RA		
OG0024294												Anomin_AMIN014061-RA		
OG0024295												Anomin_AMIN014062-RA		
OG0024296												Anomin_AMIN014063-RA		
OG0024297												Anomin_AMIN000597-RA		
OG0024298												Anomin_AMIN000614-RA		
OG0024299												Anomin_AMIN000616-RA		
OG0024300												Anomin_AMIN014064-RA		
OG0024301												Anomin_AMIN014065-RA		
OG0024302												Anomin_AMIN014066-RA		
OG0024303												Anomin_AMIN014067-RA		
OG0024304												Anomin_AMIN014068-RA		
OG0024305												Anomin_AMIN014069-RA		
OG0024306												Anomin_AMIN000680-RA		
OG0024307												Anomin_AMIN014071-RA		
OG0024308												Anomin_AMIN014072-RA		
OG0024309												Anomin_AMIN014074-RA		
OG0024310												Anomin_AMIN014076-RA		
OG0024311												Anomin_AMIN014077-RA		
OG0024312												Anomin_AMIN014078-RA		
OG0024313												Anomin_AMIN000757-RA		
OG0024314												Anomin_AMIN000781-RA		
OG0024315												Anomin_AMIN014081-RA		
OG0024316												Anomin_AMIN014082-RA		
OG0024317												Anomin_AMIN014083-RA		
OG0024318												Anomin_AMIN014084-RA		
OG0024319												Anomin_AMIN000847-RA		
OG0024320												Anomin_AMIN014085-RA		
OG0024321												Anomin_AMIN000850-RA		
OG0024322												Anomin_AMIN000863-RA		
OG0024323												Anomin_AMIN014087-RA		
OG0024324												Anomin_AMIN014088-RA		
OG0024325												Anomin_AMIN014089-RA		
OG0024326												Anomin_AMIN000906-RA		
OG0024327												Anomin_AMIN014091-RA		
OG0024328												Anomin_AMIN014093-RA		
OG0024329												Anomin_AMIN014094-RA		
OG0024330												Anomin_AMIN014095-RA		
OG0024331												Anomin_AMIN014096-RA		
OG0024332												Anomin_AMIN014097-RA		
OG0024333												Anomin_AMIN000930-RA		
OG0024334												Anomin_AMIN014099-RA		
OG0024335												Anomin_AMIN000964-RA		
OG0024336												Anomin_AMIN014100-RA		
OG0024337												Anomin_AMIN001209-RA		
OG0024338												Anomin_AMIN014119-RA		
OG0024339												Anomin_AMIN014120-RA		
OG0024340												Anomin_AMIN014121-RA		
OG0024341												Anomin_AMIN014122-RA		
OG0024342												Anomin_AMIN001231-RA		
OG0024343												Anomin_AMIN001232-RA		
OG0024344												Anomin_AMIN008198-RA		
OG0024345												Anomin_AMIN014637-RA		
OG0024346												Anomin_AMIN014105-RA		
OG0024347												Anomin_AMIN001076-RA		
OG0024348												Anomin_AMIN001077-RA		
OG0024349												Anomin_AMIN014106-RA		
OG0024350												Anomin_AMIN014107-RA		
OG0024351												Anomin_AMIN001082-RA		
OG0024352												Anomin_AMIN014108-RA		
OG0024353												Anomin_AMIN001084-RA		
OG0024354												Anomin_AMIN014109-RA		
OG0024355												Anomin_AMIN001086-RA		
OG0024356												Anomin_AMIN014515-RA		
OG0024357												Anomin_AMIN014516-RA		
OG0024358												Anomin_AMIN006490-RA		
OG0024359												Anomin_AMIN006449-RA		
OG0024360												Anomin_AMIN006454-RA		
OG0024361												Anomin_AMIN014510-RA		
OG0024362												Anomin_AMIN014517-RA		
OG0024363												Anomin_AMIN014002-RA		
OG0024364												Anomin_AMIN014003-RA		
OG0024365												Anomin_AMIN014513-RA		
OG0024366												Anomin_AMIN006480-RA		
OG0024367												Anomin_AMIN014001-RA		
OG0024368												Anomin_AMIN014638-RA		
OG0024369												Anomin_AMIN014639-RA		
OG0024370												Anomin_AMIN014640-RA		
OG0024371												Anomin_AMIN008245-RA		
OG0024372												Anomin_AMIN008247-RA		
OG0024373												Anomin_AMIN014641-RA		
OG0024374												Anomin_AMIN014642-RB		
OG0024375												Anomin_AMIN014643-RA		
OG0024376												Anomin_AMIN014644-RA		
OG0024377												Anomin_AMIN014645-RA		
OG0024378												Anomin_AMIN008291-RA		
OG0024379												Anomin_AMIN014648-RA		
OG0024380												Anomin_AMIN014649-RA		
OG0024381												Anomin_AMIN014650-RA		
OG0024382												Anomin_AMIN008400-RA		
OG0024383												Anomin_AMIN008401-RA		
OG0024384												Anomin_AMIN014655-RA		
OG0024385												Anomin_AMIN014656-RA		
OG0024386												Anomin_AMIN014657-RA		
OG0024387												Anomin_AMIN014658-RA		
OG0024388												Anomin_AMIN008474-RA		
OG0024389												Anomin_AMIN014660-RA		
OG0024390												Anomin_AMIN014661-RA		
OG0024391												Anomin_AMIN014662-RA		
OG0024392												Anomin_AMIN014665-RA		
OG0024393												Anomin_AMIN014666-RA		
OG0024394												Anomin_AMIN014667-RA		
OG0024395												Anomin_AMIN008658-RA		
OG0024396												Anomin_AMIN008663-RA		
OG0024397												Anomin_AMIN014668-RA		
OG0024398												Anomin_AMIN014669-RA		
OG0024399												Anomin_AMIN014670-RA		
OG0024400												Anomin_AMIN014671-RB		
OG0024401												Anomin_AMIN014672-RA		
OG0024402												Anomin_AMIN014679-RA		
OG0024403												Anomin_AMIN014680-RA		
OG0024404												Anomin_AMIN014681-RA		
OG0024405												Anomin_AMIN014682-RA		
OG0024406												Anomin_AMIN014683-RA		
OG0024407												Anomin_AMIN014684-RA		
OG0024408												Anomin_AMIN014685-RA		
OG0024409												Anomin_AMIN014686-RA		
OG0024410												Anomin_AMIN014687-RA		
OG0024411												Anomin_AMIN014688-RA		
OG0024412												Anomin_AMIN008876-RA		
OG0024413												Anomin_AMIN014689-RA		
OG0024414												Anomin_AMIN014690-RA		
OG0024415												Anomin_AMIN014691-RA		
OG0024416												Anomin_AMIN014692-RA		
OG0024417												Anomin_AMIN008918-RA		
OG0024418												Anomin_AMIN014694-RA		
OG0024419												Anomin_AMIN014695-RA		
OG0024420												Anomin_AMIN014696-RB		
OG0024421												Anomin_AMIN014699-RA		
OG0024422												Anomin_AMIN008972-RA		
OG0024423												Anomin_AMIN008978-RA		
OG0024424												Anomin_AMIN009017-RA		
OG0024425												Anomin_AMIN014703-RA		
OG0024426												Anomin_AMIN014704-RA		
OG0024427												Anomin_AMIN006433-RA		
OG0024428												Anomin_AMIN006434-RA		
OG0024429												Anomin_AMIN006439-RA		
OG0024430												Anomin_AMIN014891-RA		
